pathway,gene,group,sample,norm_expr
Angiogenesis,VEGFA,Pygo,Pygo_2,869.378417337795
Angiogenesis,VEGFA,Pygo,Pygo_3,1185.71581508194
Angiogenesis,VEGFA,Pygo,Pygo_4,1729.91173116304
Angiogenesis,FLT1,Sacral,Sacral_1,1139.48767536785
Angiogenesis,FLT1,Sacral,Sacral_2,1330.70521374991
Angiogenesis,FLT1,Sacral,Sacral_3,1231.40509146199
Angiogenesis,FLT1,Sacral,Sacral_4,1005.67836229153
Angiogenesis,FLT1,Free,Free_1,2841.8406429445
Angiogenesis,FLT1,Free,Free_2,2377.3919269753
Angiogenesis,FLT1,Free,Free_3,2852.36153204006
Angiogenesis,FLT1,Free,Free_4,3103.89711747997
Angiogenesis,FLT1,Pygo,Pygo_1,747.220463758488
Angiogenesis,FLT1,Pygo,Pygo_2,1028.53627720475
Angiogenesis,FLT1,Pygo,Pygo_3,751.794282754082
Angiogenesis,FLT1,Pygo,Pygo_4,893.482723624967
Angiogenesis,TEK,Sacral,Sacral_1,760.589404228378
Angiogenesis,TEK,Sacral,Sacral_2,568.471235788912
Angiogenesis,TEK,Sacral,Sacral_3,904.069560820192
Angiogenesis,TEK,Sacral,Sacral_4,597.680734885
Angiogenesis,TEK,Free,Free_1,2359.73302531299
Angiogenesis,TEK,Free,Free_2,1931.89713019706
Angiogenesis,TEK,Free,Free_3,1461.37441594532
Angiogenesis,TEK,Free,Free_4,2291.80204500929
Angiogenesis,TEK,Pygo,Pygo_1,843.809105393337
Angiogenesis,TEK,Pygo,Pygo_2,900.183164408819
Angiogenesis,TEK,Pygo,Pygo_3,810.659606907086
Angiogenesis,TEK,Pygo,Pygo_4,501.642107481005
Angiogenesis,DLL4,Sacral,Sacral_1,562.296205818776
Angiogenesis,DLL4,Sacral,Sacral_2,551.130601275457
Angiogenesis,DLL4,Sacral,Sacral_3,464.282028155197
Angiogenesis,DLL4,Sacral,Sacral_4,511.786497536257
Angiogenesis,DLL4,Free,Free_1,1609.54762926754
Angiogenesis,DLL4,Free,Free_2,1190.82547972464
Angiogenesis,DLL4,Free,Free_3,1323.95159242753
Angiogenesis,DLL4,Free,Free_4,1640.13311568926
Angiogenesis,DLL4,Pygo,Pygo_1,782.099695459961
Angiogenesis,DLL4,Pygo,Pygo_2,566.46507113939
Angiogenesis,DLL4,Pygo,Pygo_3,559.22057945354
Angiogenesis,DLL4,Pygo,Pygo_4,639.432214256904
Angiogenesis,ANGPT2,Sacral,Sacral_1,515.748506661593
Angiogenesis,ANGPT2,Sacral,Sacral_2,738.107877768362
Angiogenesis,ANGPT2,Sacral,Sacral_3,688.072646042954
Angiogenesis,ANGPT2,Sacral,Sacral_4,637.048927003173
Angiogenesis,ANGPT2,Free,Free_1,964.215235263026
Angiogenesis,ANGPT2,Free,Free_2,824.548686962412
Angiogenesis,ANGPT2,Free,Free_3,698.286704866839
Angiogenesis,ANGPT2,Free,Free_4,622.77229483948
Angiogenesis,ANGPT2,Pygo,Pygo_1,505.748859671364
Angiogenesis,ANGPT2,Pygo,Pygo_2,486.030453787271
Angiogenesis,ANGPT2,Pygo,Pygo_3,607.994705180314
Angiogenesis,ANGPT2,Pygo,Pygo_4,547.930971476034
Angiogenesis,ANGPT1,Sacral,Sacral_1,385.414949021479
Angiogenesis,ANGPT1,Sacral,Sacral_2,464.427428708183
Angiogenesis,ANGPT1,Sacral,Sacral_3,551.12614852955
Angiogenesis,ANGPT1,Sacral,Sacral_4,522.52327720485
Angiogenesis,ANGPT1,Free,Free_1,415.088173028029
Angiogenesis,ANGPT1,Free,Free_2,745.330682946396
Angiogenesis,ANGPT1,Free,Free_3,341.881170702804
Angiogenesis,ANGPT1,Free,Free_4,342.77387107965
Angiogenesis,ANGPT1,Pygo,Pygo_1,224.031988236387
Angiogenesis,ANGPT1,Pygo,Pygo_2,271.252911708741
Angiogenesis,ANGPT1,Pygo,Pygo_3,274.144223912562
Angiogenesis,ANGPT1,Pygo,Pygo_4,159.319810959633
Osteogenesis,COL1A2,Sacral,Sacral_1,168467.294697645
Osteogenesis,COL1A2,Sacral,Sacral_2,484322.414079532
Osteogenesis,COL1A2,Sacral,Sacral_3,311410.768414686
Osteogenesis,COL1A2,Sacral,Sacral_4,195595.494149311
Osteogenesis,COL1A2,Free,Free_1,671223.518797137
Osteogenesis,COL1A2,Free,Free_2,1550747.79603569
Osteogenesis,COL1A2,Free,Free_3,1791178.01980075
Osteogenesis,COL1A2,Free,Free_4,1555075.37387792
Osteogenesis,COL1A2,Pygo,Pygo_1,1285612.2597757
Osteogenesis,COL1A2,Pygo,Pygo_2,1321636.6000862
Osteogenesis,COL1A2,Pygo,Pygo_3,870671.123014669
Osteogenesis,COL1A2,Pygo,Pygo_4,572398.403795638
Osteogenesis,COL1A1,Sacral,Sacral_1,155302.67442201
Osteogenesis,COL1A1,Sacral,Sacral_2,478774.918916489
Osteogenesis,COL1A1,Sacral,Sacral_3,293573.208767026
Osteogenesis,COL1A1,Sacral,Sacral_4,218634.237367074
Osteogenesis,COL1A1,Free,Free_1,719315.375094056
Osteogenesis,COL1A1,Free,Free_2,1509978.63358177
Osteogenesis,COL1A1,Free,Free_3,1570846.77787007
Osteogenesis,COL1A1,Free,Free_4,1334845.15458058
Osteogenesis,COL1A1,Pygo,Pygo_1,782464.585883915
Osteogenesis,COL1A1,Pygo,Pygo_2,1034541.49150877
Osteogenesis,COL1A1,Pygo,Pygo_3,782025.83137266
Osteogenesis,COL1A1,Pygo,Pygo_4,490603.828146005
Osteogenesis,SPP1,Sacral,Sacral_1,19825.5960250276
Osteogenesis,SPP1,Sacral,Sacral_2,34933.0851976703
Osteogenesis,SPP1,Sacral,Sacral_3,40228.8686841812
Osteogenesis,SPP1,Sacral,Sacral_4,38919.6333231302
Osteogenesis,SPP1,Free,Free_1,5054.5632736434
Osteogenesis,SPP1,Free,Free_2,6198.59586262962
Osteogenesis,SPP1,Free,Free_3,39556.5452572967
Osteogenesis,SPP1,Free,Free_4,4443.10666030279
Osteogenesis,SPP1,Pygo,Pygo_1,56625.0911584305
Osteogenesis,SPP1,Pygo,Pygo_2,52785.6454810373
Osteogenesis,SPP1,Pygo,Pygo_3,73447.1058789055
Osteogenesis,SPP1,Pygo,Pygo_4,61892.5171021897
Osteogenesis,POSTN,Sacral,Sacral_1,2879.44066986337
Osteogenesis,POSTN,Sacral,Sacral_2,4553.04747072843
Osteogenesis,POSTN,Sacral,Sacral_3,5436.66461266625
Osteogenesis,POSTN,Sacral,Sacral_4,2414.58244991465
Osteogenesis,POSTN,Free,Free_1,45173.267580316
Osteogenesis,POSTN,Free,Free_2,94237.0561322579
Osteogenesis,POSTN,Free,Free_3,46608.6823470879
Osteogenesis,POSTN,Free,Free_4,117409.018765826
Osteogenesis,POSTN,Pygo,Pygo_1,5940.20146054324
Osteogenesis,POSTN,Pygo,Pygo_2,5869.16000444875
Osteogenesis,POSTN,Pygo,Pygo_3,5933.62467462282
Osteogenesis,POSTN,Pygo,Pygo_4,7392.22393148511
Osteogenesis,ALPL,Sacral,Sacral_1,16287.0399350985
Osteogenesis,ALPL,Sacral,Sacral_2,9621.79033307439
Osteogenesis,ALPL,Sacral,Sacral_3,10576.0551209741
Osteogenesis,ALPL,Sacral,Sacral_4,11965.5444528873
Osteogenesis,ALPL,Free,Free_1,1105.82083595748
Osteogenesis,ALPL,Free,Free_2,2414.01960625153
Osteogenesis,ALPL,Free,Free_3,9454.2433545331
Osteogenesis,ALPL,Free,Free_4,2378.49194845094
Osteogenesis,ALPL,Pygo,Pygo_1,18766.3681643043
Osteogenesis,ALPL,Pygo,Pygo_2,19940.9396039763
Osteogenesis,ALPL,Pygo,Pygo_3,17858.0574816171
Osteogenesis,ALPL,Pygo,Pygo_4,25811.9623458789
Osteogenesis,RUNX2,Sacral,Sacral_1,10639.873073349
Osteogenesis,RUNX2,Sacral,Sacral_2,13487.9978889438
Osteogenesis,RUNX2,Sacral,Sacral_3,13586.6512939517
Osteogenesis,RUNX2,Sacral,Sacral_4,16453.5183543591
Osteogenesis,RUNX2,Free,Free_1,1290.66478800903
Osteogenesis,RUNX2,Free,Free_2,2349.28231264704
Osteogenesis,RUNX2,Free,Free_3,6187.37883448409
Osteogenesis,RUNX2,Free,Free_4,1638.14024434577
Osteogenesis,RUNX2,Pygo,Pygo_1,7186.46323941512
Osteogenesis,RUNX2,Pygo,Pygo_2,7725.14601547796
Osteogenesis,RUNX2,Pygo,Pygo_3,9457.9757249834
Osteogenesis,RUNX2,Pygo,Pygo_4,10159.8674043041
Osteogenesis,SMAD5,Sacral,Sacral_1,9399.84236780163
Osteogenesis,SMAD5,Sacral,Sacral_2,10144.2711903711
Osteogenesis,SMAD5,Sacral,Sacral_3,9232.19802748895
Osteogenesis,SMAD5,Sacral,Sacral_4,9275.38465814546
Osteogenesis,SMAD5,Free,Free_1,7082.44195229075
Osteogenesis,SMAD5,Free,Free_2,8123.67854086831
Osteogenesis,SMAD5,Free,Free_3,6553.8396971982
Osteogenesis,SMAD5,Free,Free_4,6657.18672291611
Osteogenesis,SMAD5,Pygo,Pygo_1,4216.3625091435
Osteogenesis,SMAD5,Pygo,Pygo_2,5185.46575695574
Osteogenesis,SMAD5,Pygo,Pygo_3,5569.50059807638
Osteogenesis,SMAD5,Pygo,Pygo_4,8487.009389228
Osteogenesis,IBSP,Sacral,Sacral_1,2917.60978317226
Osteogenesis,IBSP,Sacral,Sacral_2,3594.03498807128
Osteogenesis,IBSP,Sacral,Sacral_3,3784.39955323625
Osteogenesis,IBSP,Sacral,Sacral_4,3518.08480474224
Osteogenesis,IBSP,Free,Free_1,722.080467663342
Osteogenesis,IBSP,Free,Free_2,539.193511205792
Osteogenesis,IBSP,Free,Free_3,5057.83026069149
Osteogenesis,IBSP,Free,Free_4,684.551306487557
Osteogenesis,IBSP,Pygo,Pygo_1,7022.79915220051
Osteogenesis,IBSP,Pygo,Pygo_2,8011.80130072221
Osteogenesis,IBSP,Pygo,Pygo_3,10018.8781708413
Osteogenesis,IBSP,Pygo,Pygo_4,9097.37650283686
Osteogenesis,SMAD1,Sacral,Sacral_1,2217.53238784822
Osteogenesis,SMAD1,Sacral,Sacral_2,2656.13284308267
Osteogenesis,SMAD1,Sacral,Sacral_3,3176.49071061577
Osteogenesis,SMAD1,Sacral,Sacral_4,2832.12388147104
Osteogenesis,SMAD1,Free,Free_1,2825.62626118559
Osteogenesis,SMAD1,Free,Free_2,2866.32885498814
Osteogenesis,SMAD1,Free,Free_3,2551.81893426538
Osteogenesis,SMAD1,Free,Free_4,3649.94386559523
Osteogenesis,SMAD1,Pygo,Pygo_1,1998.84827827675
Osteogenesis,SMAD1,Pygo,Pygo_2,2243.61241167293
Osteogenesis,SMAD1,Pygo,Pygo_3,2542.98200340978
Osteogenesis,SMAD1,Pygo,Pygo_4,2782.71426574764
Osteogenesis,BMP2,Sacral,Sacral_1,1613.34325278798
Osteogenesis,BMP2,Sacral,Sacral_2,2225.63274277038
Osteogenesis,BMP2,Sacral,Sacral_3,1678.9863272375
Osteogenesis,BMP2,Sacral,Sacral_4,1864.62073577895
Osteogenesis,BMP2,Free,Free_1,824.771552136422
Osteogenesis,BMP2,Free,Free_2,1423.36865280392
Osteogenesis,BMP2,Free,Free_3,1379.81452881687
Osteogenesis,BMP2,Free,Free_4,750.316060822606
Osteogenesis,BMP2,Pygo,Pygo_1,916.250586619474
Osteogenesis,BMP2,Pygo,Pygo_2,841.140732522689
Osteogenesis,BMP2,Pygo,Pygo_3,1152.9194201967
Osteogenesis,BMP2,Pygo,Pygo_4,1554.4446420656
Osteogenesis,DLX5,Sacral,Sacral_1,919.782535345945
Osteogenesis,DLX5,Sacral,Sacral_2,790.129781308726
Osteogenesis,DLX5,Sacral,Sacral_3,1065.5105538238
Osteogenesis,DLX5,Sacral,Sacral_4,1342.0974585741
Osteogenesis,DLX5,Free,Free_1,76.7480736588283
Osteogenesis,DLX5,Free,Free_2,178.879363907135
Osteogenesis,DLX5,Free,Free_3,529.580636971011
Osteogenesis,DLX5,Free,Free_4,127.543765983126
Osteogenesis,DLX5,Pygo,Pygo_1,343.426281368354
Osteogenesis,DLX5,Pygo,Pygo_2,692.251121679405
Osteogenesis,DLX5,Pygo,Pygo_3,727.407219890694
Osteogenesis,DLX5,Pygo,Pygo_4,674.956226160065
Osteogenesis,BMP4,Sacral,Sacral_1,178.743164763584
Osteogenesis,BMP4,Sacral,Sacral_2,204.31791100636
Osteogenesis,BMP4,Sacral,Sacral_3,193.729191604327
Osteogenesis,BMP4,Sacral,Sacral_4,152.700866397764
Osteogenesis,BMP4,Free,Free_1,628.037053461679
Osteogenesis,BMP4,Free,Free_2,893.545013040879
Osteogenesis,BMP4,Free,Free_3,408.916694370021
Osteogenesis,BMP4,Free,Free_4,463.342587360574
Osteogenesis,BMP4,Pygo,Pygo_1,417.209271506086
Osteogenesis,BMP4,Pygo,Pygo_2,379.069526457326
Osteogenesis,BMP4,Pygo,Pygo_3,339.737013683053
Osteogenesis,BMP4,Pygo,Pygo_4,322.945562756012
Osteogenesis,BGLAP,Sacral,Sacral_1,310.938630369986
Osteogenesis,BGLAP,Sacral,Sacral_2,879.84871640008
Osteogenesis,BGLAP,Sacral,Sacral_3,306.181193627528
Osteogenesis,BGLAP,Sacral,Sacral_4,178.94632780988
Osteogenesis,BGLAP,Free,Free_1,144.848477046239
Osteogenesis,BGLAP,Free,Free_2,126.919167724586
Osteogenesis,BGLAP,Free,Free_3,193.285759907141
Osteogenesis,BGLAP,Free,Free_4,77.7219823959672
Osteogenesis,BGLAP,Pygo,Pygo_1,566.116760693145
Osteogenesis,BGLAP,Pygo,Pygo_2,718.777431657232
Osteogenesis,BGLAP,Pygo,Pygo_3,701.338290622935
Osteogenesis,BGLAP,Pygo,Pygo_4,357.393089449987
ECM Remodeling,COL1A1,Sacral,Sacral_1,155302.67442201
ECM Remodeling,COL1A1,Sacral,Sacral_2,478774.918916489
ECM Remodeling,COL1A1,Sacral,Sacral_3,293573.208767026
ECM Remodeling,COL1A1,Sacral,Sacral_4,218634.237367074
ECM Remodeling,COL1A1,Free,Free_1,719315.375094056
ECM Remodeling,COL1A1,Free,Free_2,1509978.63358177
ECM Remodeling,COL1A1,Free,Free_3,1570846.77787007
ECM Remodeling,COL1A1,Free,Free_4,1334845.15458058
ECM Remodeling,COL1A1,Pygo,Pygo_1,782464.585883915
ECM Remodeling,COL1A1,Pygo,Pygo_2,1034541.49150877
ECM Remodeling,COL1A1,Pygo,Pygo_3,782025.83137266
ECM Remodeling,COL1A1,Pygo,Pygo_4,490603.828146005
ECM Remodeling,FN1,Sacral,Sacral_1,313286.496315474
ECM Remodeling,FN1,Sacral,Sacral_2,300795.923854805
ECM Remodeling,FN1,Sacral,Sacral_3,278054.832487824
ECM Remodeling,FN1,Sacral,Sacral_4,262540.508358506
ECM Remodeling,FN1,Free,Free_1,235655.500648824
ECM Remodeling,FN1,Free,Free_2,433116.344795872
ECM Remodeling,FN1,Free,Free_3,354762.04657546
ECM Remodeling,FN1,Free,Free_4,337833.543019147
ECM Remodeling,FN1,Pygo,Pygo_1,145679.818745762
ECM Remodeling,FN1,Pygo,Pygo_2,177000.653920431
ECM Remodeling,FN1,Pygo,Pygo_3,119656.385339014
ECM Remodeling,FN1,Pygo,Pygo_4,136786.822560936
ECM Remodeling,COL3A1,Sacral,Sacral_1,5851.04578405796
ECM Remodeling,COL3A1,Sacral,Sacral_2,6782.44991665391
ECM Remodeling,COL3A1,Sacral,Sacral_3,8860.32705050134
ECM Remodeling,COL3A1,Sacral,Sacral_4,4533.30697118363
ECM Remodeling,COL3A1,Free,Free_1,235419.851633928
ECM Remodeling,COL3A1,Free,Free_2,345062.552009337
ECM Remodeling,COL3A1,Free,Free_3,140066.257667738
ECM Remodeling,COL3A1,Free,Free_4,229609.66827545
ECM Remodeling,COL3A1,Pygo,Pygo_1,20537.1599276099
ECM Remodeling,COL3A1,Pygo,Pygo_2,14418.3330040766
ECM Remodeling,COL3A1,Pygo,Pygo_3,18423.1645934859
ECM Remodeling,COL3A1,Pygo,Pygo_4,14019.0668792385
ECM Remodeling,MMP2,Sacral,Sacral_1,47341.802904805
ECM Remodeling,MMP2,Sacral,Sacral_2,43025.8839310366
ECM Remodeling,MMP2,Sacral,Sacral_3,48523.5955660906
ECM Remodeling,MMP2,Sacral,Sacral_4,51960.0487183955
ECM Remodeling,MMP2,Free,Free_1,34817.6824302938
ECM Remodeling,MMP2,Free,Free_2,52132.2610944975
ECM Remodeling,MMP2,Free,Free_3,44140.6578174065
ECM Remodeling,MMP2,Free,Free_4,43573.135489657
ECM Remodeling,MMP2,Pygo,Pygo_1,20113.2431115458
ECM Remodeling,MMP2,Pygo,Pygo_2,21170.5624245614
ECM Remodeling,MMP2,Pygo,Pygo_3,31714.1138540321
ECM Remodeling,MMP2,Pygo,Pygo_4,33889.9073556159
ECM Remodeling,MMP9,Sacral,Sacral_1,20518.2257884865
ECM Remodeling,MMP9,Sacral,Sacral_2,29238.571611578
ECM Remodeling,MMP9,Sacral,Sacral_3,34820.0387254811
ECM Remodeling,MMP9,Sacral,Sacral_4,34661.9036967738
ECM Remodeling,MMP9,Free,Free_1,6454.40489882907
ECM Remodeling,MMP9,Free,Free_2,5189.2051662965
ECM Remodeling,MMP9,Free,Free_3,64152.9961495262
ECM Remodeling,MMP9,Free,Free_4,4788.86983839767
ECM Remodeling,MMP9,Pygo,Pygo_1,55525.0538509225
ECM Remodeling,MMP9,Pygo,Pygo_2,57414.0587284587
ECM Remodeling,MMP9,Pygo,Pygo_3,36681.5062793434
ECM Remodeling,MMP9,Pygo,Pygo_4,26635.4735309067
ECM Remodeling,ADAMTS2,Sacral,Sacral_1,15246.2333819439
ECM Remodeling,ADAMTS2,Sacral,Sacral_2,16922.9514038699
ECM Remodeling,ADAMTS2,Sacral,Sacral_3,17368.8240748707
ECM Remodeling,ADAMTS2,Sacral,Sacral_4,19084.0293731644
ECM Remodeling,ADAMTS2,Free,Free_1,17733.128850325
ECM Remodeling,ADAMTS2,Free,Free_2,32677.0007533596
ECM Remodeling,ADAMTS2,Free,Free_3,25550.5898457596
ECM Remodeling,ADAMTS2,Free,Free_4,35035.6746541616
ECM Remodeling,ADAMTS2,Pygo,Pygo_1,19753.7187232383
ECM Remodeling,ADAMTS2,Pygo,Pygo_2,21842.2770481934
ECM Remodeling,ADAMTS2,Pygo,Pygo_3,23054.183737923
ECM Remodeling,ADAMTS2,Pygo,Pygo_4,25892.6987365679
ECM Remodeling,MMP13,Sacral,Sacral_1,19074.3161606306
ECM Remodeling,MMP13,Sacral,Sacral_2,33729.7959505628
ECM Remodeling,MMP13,Sacral,Sacral_3,41890.0408328804
ECM Remodeling,MMP13,Sacral,Sacral_4,34463.8697606642
ECM Remodeling,MMP13,Free,Free_1,5464.24665275179
ECM Remodeling,MMP13,Free,Free_2,3660.2125081379
ECM Remodeling,MMP13,Free,Free_3,32199.3965348197
ECM Remodeling,MMP13,Free,Free_4,3048.09671986235
ECM Remodeling,MMP13,Pygo,Pygo_1,24860.843149681
ECM Remodeling,MMP13,Pygo,Pygo_2,22709.0884032753
ECM Remodeling,MMP13,Pygo,Pygo_3,19016.8634342291
ECM Remodeling,MMP13,Pygo,Pygo_4,26982.1017682648
ECM Remodeling,LOX,Sacral,Sacral_1,10721.7970238656
ECM Remodeling,LOX,Sacral,Sacral_2,18758.042899772
ECM Remodeling,LOX,Sacral,Sacral_3,15526.1699823123
ECM Remodeling,LOX,Sacral,Sacral_4,11495.5120985067
ECM Remodeling,LOX,Free,Free_1,23740.0168126083
ECM Remodeling,LOX,Free,Free_2,33359.2977556911
ECM Remodeling,LOX,Free,Free_3,19575.490169555
ECM Remodeling,LOX,Free,Free_4,45121.5965235459
ECM Remodeling,LOX,Pygo,Pygo_1,13743.7587992921
ECM Remodeling,LOX,Pygo,Pygo_2,11996.7376093267
ECM Remodeling,LOX,Pygo,Pygo_3,13998.1740835844
ECM Remodeling,LOX,Pygo,Pygo_4,11233.1231578633
ECM Remodeling,VCAN,Sacral,Sacral_1,3958.41633632688
ECM Remodeling,VCAN,Sacral,Sacral_2,3848.86692135596
ECM Remodeling,VCAN,Sacral,Sacral_3,7804.83697210535
ECM Remodeling,VCAN,Sacral,Sacral_4,5266.98691520414
ECM Remodeling,VCAN,Free,Free_1,23353.0335679623
ECM Remodeling,VCAN,Free,Free_2,35848.2763334846
ECM Remodeling,VCAN,Free,Free_3,18060.4873346759
ECM Remodeling,VCAN,Free,Free_4,46169.8468502197
ECM Remodeling,VCAN,Pygo,Pygo_1,6419.1201419827
ECM Remodeling,VCAN,Pygo,Pygo_2,7498.38884953848
ECM Remodeling,VCAN,Pygo,Pygo_3,6997.40517538782
ECM Remodeling,VCAN,Pygo,Pygo_4,4407.13044641038
ECM Remodeling,THBS2,Sacral,Sacral_1,2099.30123198897
ECM Remodeling,THBS2,Sacral,Sacral_2,1752.15802648996
ECM Remodeling,THBS2,Sacral,Sacral_3,4758.61244205111
ECM Remodeling,THBS2,Sacral,Sacral_4,2482.5820544824
ECM Remodeling,THBS2,Free,Free_1,16803.5042961477
ECM Remodeling,THBS2,Free,Free_2,31543.2463087863
ECM Remodeling,THBS2,Free,Free_3,18881.6724995993
ECM Remodeling,THBS2,Free,Free_4,40745.2510532499
ECM Remodeling,THBS2,Pygo,Pygo_1,4958.2169372556
ECM Remodeling,THBS2,Pygo,Pygo_2,5508.05991378286
ECM Remodeling,THBS2,Pygo,Pygo_3,13448.2037693549
ECM Remodeling,THBS2,Pygo,Pygo_4,4444.80742873191
ECM Remodeling,TIMP2,Sacral,Sacral_1,8951.12254792638
ECM Remodeling,TIMP2,Sacral,Sacral_2,5680.94265473402
ECM Remodeling,TIMP2,Sacral,Sacral_3,6771.61461688227
ECM Remodeling,TIMP2,Sacral,Sacral_4,7521.71064560863
ECM Remodeling,TIMP2,Free,Free_1,12835.3046003511
ECM Remodeling,TIMP2,Free,Free_2,16115.3270750433
ECM Remodeling,TIMP2,Free,Free_3,16753.2946231652
ECM Remodeling,TIMP2,Free,Free_4,11008.6213014185
ECM Remodeling,TIMP2,Pygo,Pygo_1,8183.2043607303
ECM Remodeling,TIMP2,Pygo,Pygo_2,7761.94057447946
ECM Remodeling,TIMP2,Pygo,Pygo_3,7523.82935995612
ECM Remodeling,TIMP2,Pygo,Pygo_4,7033.75435682594
ECM Remodeling,TGFB1,Sacral,Sacral_1,868.580066273043
ECM Remodeling,TGFB1,Sacral,Sacral_2,1119.60183706437
ECM Remodeling,TGFB1,Sacral,Sacral_3,970.872730338925
ECM Remodeling,TGFB1,Sacral,Sacral_4,994.941582622934
ECM Remodeling,TGFB1,Free,Free_1,754.509231181157
ECM Remodeling,TGFB1,Free,Free_2,948.060628707815
ECM Remodeling,TGFB1,Free,Free_3,1576.45206490738
ECM Remodeling,TGFB1,Free,Free_4,826.045171875087
ECM Remodeling,TGFB1,Pygo,Pygo_1,1646.03143452723
ECM Remodeling,TGFB1,Pygo,Pygo_2,1400.76030431296
ECM Remodeling,TGFB1,Pygo,Pygo_3,1076.39449879779
ECM Remodeling,TGFB1,Pygo,Pygo_4,749.233705593948
ECM Remodeling,PLAU,Sacral,Sacral_1,559.503343869345
ECM Remodeling,PLAU,Sacral,Sacral_2,401.096415702521
ECM Remodeling,PLAU,Sacral,Sacral_3,624.609635000157
ECM Remodeling,PLAU,Sacral,Sacral_4,650.171657709231
ECM Remodeling,PLAU,Free,Free_1,286.454077740697
ECM Remodeling,PLAU,Free,Free_2,211.248010709378
ECM Remodeling,PLAU,Free,Free_3,372.047156353052
ECM Remodeling,PLAU,Free,Free_4,194.304955989918
ECM Remodeling,PLAU,Pygo,Pygo_1,477.577172527867
ECM Remodeling,PLAU,Pygo,Pygo_2,338.852217781266
ECM Remodeling,PLAU,Pygo,Pygo_3,397.761404633871
ECM Remodeling,PLAU,Pygo,Pygo_4,297.109917735531
Sterol / FA Metabolism,FASN,Sacral,Sacral_1,20138.3965633639
Sterol / FA Metabolism,FASN,Sacral,Sacral_2,20268.9399243357
Sterol / FA Metabolism,FASN,Sacral,Sacral_3,20225.7729579552
Sterol / FA Metabolism,FASN,Sacral,Sacral_4,21522.4713334537
Sterol / FA Metabolism,FASN,Free,Free_1,11143.6041035051
Sterol / FA Metabolism,FASN,Free,Free_2,10421.8524638276
Sterol / FA Metabolism,FASN,Free,Free_3,16903.0072926886
Sterol / FA Metabolism,FASN,Free,Free_4,13695.0118724381
Sterol / FA Metabolism,FASN,Pygo,Pygo_1,22193.9234334298
Sterol / FA Metabolism,FASN,Pygo,Pygo_2,20112.0770877043
Sterol / FA Metabolism,FASN,Pygo,Pygo_3,18566.1232378575
Sterol / FA Metabolism,FASN,Pygo,Pygo_4,22388.7393806651
Sterol / FA Metabolism,SCD,Sacral,Sacral_1,8102.09251529935
Sterol / FA Metabolism,SCD,Sacral,Sacral_2,10564.2161218491
Sterol / FA Metabolism,SCD,Sacral,Sacral_3,9877.96199950338
Sterol / FA Metabolism,SCD,Sacral,Sacral_4,12619.2950371527
Sterol / FA Metabolism,SCD,Free,Free_1,3228.82388759042
Sterol / FA Metabolism,SCD,Free,Free_2,3167.01654765108
Sterol / FA Metabolism,SCD,Free,Free_3,8114.65013991656
Sterol / FA Metabolism,SCD,Free,Free_4,5800.25204521699
Sterol / FA Metabolism,SCD,Pygo,Pygo_1,11200.2579029077
Sterol / FA Metabolism,SCD,Pygo,Pygo_2,12252.5881474999
Sterol / FA Metabolism,SCD,Pygo,Pygo_3,9977.6724439342
Sterol / FA Metabolism,SCD,Pygo,Pygo_4,16667.2204938378
Sterol / FA Metabolism,ACLY,Sacral,Sacral_1,9937.00281607552
Sterol / FA Metabolism,ACLY,Sacral,Sacral_2,12076.6210276748
Sterol / FA Metabolism,ACLY,Sacral,Sacral_3,12115.8681783809
Sterol / FA Metabolism,ACLY,Sacral,Sacral_4,12257.8234549768
Sterol / FA Metabolism,ACLY,Free,Free_1,4132.50543095353
Sterol / FA Metabolism,ACLY,Free,Free_2,2989.84079673354
Sterol / FA Metabolism,ACLY,Free,Free_3,5770.64132901956
Sterol / FA Metabolism,ACLY,Free,Free_4,3985.74268697268
Sterol / FA Metabolism,ACLY,Pygo,Pygo_1,9471.05291586162
Sterol / FA Metabolism,ACLY,Pygo,Pygo_2,11852.9821229952
Sterol / FA Metabolism,ACLY,Pygo,Pygo_3,9924.6936521965
Sterol / FA Metabolism,ACLY,Pygo,Pygo_4,10395.617665116
Sterol / FA Metabolism,PPARA,Sacral,Sacral_1,10846.5448576069
Sterol / FA Metabolism,PPARA,Sacral,Sacral_2,5175.04849131975
Sterol / FA Metabolism,PPARA,Sacral,Sacral_3,4640.59350923468
Sterol / FA Metabolism,PPARA,Sacral,Sacral_4,4417.58834586657
Sterol / FA Metabolism,PPARA,Free,Free_1,9789.16274724435
Sterol / FA Metabolism,PPARA,Free,Free_2,10170.5695478628
Sterol / FA Metabolism,PPARA,Free,Free_3,7967.17198784868
Sterol / FA Metabolism,PPARA,Free,Free_4,9751.11948367865
Sterol / FA Metabolism,PPARA,Pygo,Pygo_1,4166.72667941448
Sterol / FA Metabolism,PPARA,Pygo,Pygo_2,4252.76647063862
Sterol / FA Metabolism,PPARA,Pygo,Pygo_3,5413.92795567201
Sterol / FA Metabolism,PPARA,Pygo,Pygo_4,6355.56867503832
Sterol / FA Metabolism,SREBF2,Sacral,Sacral_1,8903.64389478605
Sterol / FA Metabolism,SREBF2,Sacral,Sacral_2,8326.52032898241
Sterol / FA Metabolism,SREBF2,Sacral,Sacral_3,7532.05736323719
Sterol / FA Metabolism,SREBF2,Sacral,Sacral_4,9169.20983697826
Sterol / FA Metabolism,SREBF2,Free,Free_1,3145.59006122803
